area_cells,atc_ngmL,date,experiment,mRNA_cell,num_intens_totals,operator,spots_totals
398,10.0,20140110,O3_10ngmL,12,2.1362280460822456,O3,16
323,10.0,20140110,O3_10ngmL,18,3.023034634927902,O3,23
288,10.0,20140110,O3_10ngmL,3,0.593049057755398,O3,5
330,10.0,20140110,O3_10ngmL,0,0.13046822308690015,O3,1
282,10.0,20140110,O3_10ngmL,4,0.7639384298466468,O3,6
273,10.0,20140110,O3_10ngmL,4,0.7319178301670864,O3,5
360,10.0,20140110,O3_10ngmL,13,2.210024261844816,O3,16
414,10.0,20140110,O3_10ngmL,60,10.148294688334477,O3,75
357,10.0,20140110,O3_10ngmL,25,4.231359960326543,O3,31
348,10.0,20140110,O3_10ngmL,18,3.1099098191805905,O3,22
336,10.0,20140110,O3_10ngmL,5,0.9563735408560309,O3,7
362,10.0,20140110,O3_10ngmL,1,0.3090903334096283,O3,2
411,10.0,20140110,O3_10ngmL,35,5.912761812771803,O3,43
356,10.0,20140110,O3_10ngmL,12,2.0611015945677877,O3,16
406,10.0,20140110,O3_10ngmL,9,1.6651017868314637,O3,13
272,10.0,20140110,O3_10ngmL,8,1.4609858091096362,O3,11
419,10.0,20140110,O3_10ngmL,13,2.3159256458381017,O3,18
345,10.0,20140110,O3_10ngmL,16,2.710325398641947,O3,20
351,10.0,20140110,O3_10ngmL,28,4.8569610131990535,O3,36
334,10.0,20140110,O3_10ngmL,24,4.1623179156176064,O3,31
277,10.0,20140110,O3_10ngmL,6,1.0247725642786294,O3,7
236,10.0,20140110,O3_10ngmL,3,0.5961618982223239,O3,4
334,10.0,20140110,O3_10ngmL,24,4.185312733653773,O3,31
414,10.0,20140110,O3_10ngmL,49,8.373252704661631,O3,62
367,10.0,20140110,O3_10ngmL,21,3.6388332951857785,O3,27
334,10.0,20140110,O3_10ngmL,11,1.9975118638895248,O3,14
418,10.0,20140110,O3_10ngmL,18,3.0816842145418475,O3,23
303,10.0,20140110,O3_10ngmL,19,3.215407110704203,O3,24
340,10.0,20140110,O3_10ngmL,8,1.357743266956588,O3,10
362,10.0,20140110,O3_10ngmL,10,1.6899169146257724,O3,12
374,10.0,20140110,O3_10ngmL,20,3.4338295933470664,O3,25
387,10.0,20140110,O3_10ngmL,12,2.1440900282291904,O3,16
376,10.0,20140110,O3_10ngmL,24,4.093433661402304,O3,32
355,10.0,20140110,O3_10ngmL,41,6.898903562981613,O3,51
349,10.0,20140110,O3_10ngmL,46,7.777755544365608,O3,58
354,10.0,20140110,O3_10ngmL,14,2.366112382696268,O3,18
311,10.0,20140110,O3_10ngmL,11,1.958593270771344,O3,14
397,10.0,20140110,O3_10ngmL,29,4.898657633325704,O3,36
361,10.0,20140110,O3_10ngmL,25,4.3294296940566115,O3,32
261,10.0,20140110,O3_10ngmL,21,3.580532158388647,O3,27
386,10.0,20140110,O3_10ngmL,14,2.449075684748607,O3,18
363,10.0,20140110,O3_10ngmL,39,6.7003729304951545,O3,49
423,10.0,20140110,O3_10ngmL,7,1.2250202944991226,O3,10
354,10.0,20140110,O3_10ngmL,49,8.269755245288778,O3,62
390,10.0,20140110,O3_10ngmL,19,3.3419234180209045,O3,25
361,10.0,20140110,O3_10ngmL,10,1.8056942854963,O3,13
393,10.0,20140110,O3_10ngmL,27,4.5593928404669235,O3,33
279,10.0,20140110,O3_10ngmL,10,1.7089260700389102,O3,13
436,10.0,20140110,O3_10ngmL,18,3.1720750743877315,O3,23
357,10.0,20140110,O3_10ngmL,33,5.549166967269398,O3,41
310,10.0,20140110,O3_10ngmL,7,1.1996752300297548,O3,8
400,10.0,20140110,O3_10ngmL,36,6.069705882352943,O3,46
431,10.0,20140110,O3_10ngmL,29,4.949892042420081,O3,36
365,10.0,20140110,O3_10ngmL,20,3.3911657099259935,O3,26
409,10.0,20140110,O3_10ngmL,22,3.7757982757305255,O3,28
339,10.0,20140110,O3_10ngmL,3,0.6631525902189668,O3,4
361,10.0,20140110,O3_10ngmL,21,3.5404362920576786,O3,25
297,10.0,20140110,O3_10ngmL,17,2.9698095674067297,O3,22
321,10.0,20140110,O3_10ngmL,21,3.578651712825208,O3,27
384,10.0,20140110,O3_10ngmL,17,2.906003509575035,O3,21
316,10.0,20140110,O3_10ngmL,11,2.009334019989318,O3,15
362,10.0,20140110,O3_10ngmL,18,3.0542039734493014,O3,22
351,10.0,20140110,O3_10ngmL,8,1.367195773250935,O3,11
331,10.0,20140110,O3_10ngmL,27,4.576461585412375,O3,34
365,10.0,20140110,O3_10ngmL,19,3.334085496299686,O3,24
299,10.0,20140110,O3_10ngmL,4,0.718005188067445,O3,5
278,10.0,20140110,O3_10ngmL,2,0.4843015945677882,O3,4
444,10.0,20140110,O3_10ngmL,10,1.7692911024643312,O3,14
354,10.0,20140110,O3_10ngmL,13,2.242332112611582,O3,17
312,10.0,20140110,O3_10ngmL,8,1.4381161211566338,O3,10
359,10.0,20140110,O3_10ngmL,30,5.122455420767531,O3,37
397,10.0,20140110,O3_10ngmL,11,1.892175963988708,O3,14
302,10.0,20140110,O3_10ngmL,6,1.0209156176089116,O3,7
347,10.0,20140110,O3_10ngmL,5,0.9694738689250021,O3,7
340,10.0,20140110,O3_10ngmL,3,0.6581018539711605,O3,5
333,10.0,20140110,O3_10ngmL,16,2.6854002441443496,O3,19
315,10.0,20140110,O3_10ngmL,15,2.528224231326772,O3,18
320,10.0,20140110,O3_10ngmL,11,2.000780880445564,O3,16
320,10.0,20140110,O3_10ngmL,7,1.3199807736324092,O3,10
378,10.0,20140110,O3_10ngmL,18,3.043267927061875,O3,23
381,10.0,20140110,O3_10ngmL,26,4.38972976272221,O3,33
318,10.0,20140110,O3_10ngmL,11,1.8960357824063476,O3,14
370,10.0,20140110,O3_10ngmL,36,6.125048197146563,O3,46
341,10.0,20140110,O3_10ngmL,7,1.2165210193026628,O3,9
369,10.0,20140110,O3_10ngmL,18,3.0238121309224075,O3,22
337,10.0,20140110,O3_10ngmL,30,5.077408102540627,O3,38
364,10.0,20140110,O3_10ngmL,47,8.006061759365224,O3,60
385,10.0,20140110,O3_10ngmL,13,2.2465049973296707,O3,17
300,10.0,20140110,O3_10ngmL,12,2.1747301441977567,O3,15
323,10.0,20140110,O3_10ngmL,16,2.7761842374303787,O3,20
428,10.0,20140110,O3_10ngmL,18,3.1208943282215613,O3,24
313,10.0,20140110,O3_10ngmL,19,3.3117256427862984,O3,24
423,10.0,20140110,O3_10ngmL,24,4.08752124818799,O3,31
370,10.0,20140110,O3_10ngmL,34,5.785323491264211,O3,42
313,10.0,20140110,O3_10ngmL,16,2.6946050202182037,O3,20
439,10.0,20140110,O3_10ngmL,32,5.405449225604638,O3,39
276,10.0,20140110,O3_10ngmL,6,1.0456657511253524,O3,7
285,10.0,20140110,O3_10ngmL,35,5.9267266895552,O3,44
374,10.0,20140110,O3_10ngmL,32,5.4014370183871225,O3,40
351,10.0,20140110,O3_10ngmL,15,2.566429236285954,O3,19
347,10.0,20140110,O3_10ngmL,11,1.8951309987029832,O3,14
375,10.0,20140110,O3_10ngmL,2,0.4255543602655069,O3,3
384,10.0,20140110,O3_10ngmL,11,1.8832217898832688,O3,14
363,10.0,20140110,O3_10ngmL,38,6.507059967956053,O3,48
301,10.0,20140110,O3_10ngmL,19,3.2008584328984515,O3,24
298,10.0,20140110,O3_10ngmL,5,0.8519946593423359,O3,6
360,10.0,20140110,O3_10ngmL,26,4.526767452506295,O3,33
298,10.0,20140110,O3_10ngmL,4,0.7008845654993514,O3,5
272,10.0,20140110,O3_10ngmL,24,4.070461661707485,O3,30
373,10.0,20140110,O3_10ngmL,22,3.7255301991302363,O3,27
343,10.0,20140110,O3_10ngmL,16,2.7543405050736256,O3,21
396,10.0,20140110,O3_10ngmL,10,1.8266443793392848,O3,14
384,10.0,20140110,O3_10ngmL,23,3.9391522056916135,O3,29
323,10.0,20140110,O3_10ngmL,25,4.306299531548029,O3,31
335,10.0,20140110,O3_10ngmL,3,0.5614171053635462,O3,4
377,10.0,20140110,O3_10ngmL,22,3.719001324483101,O3,28
356,10.0,20140110,O3_10ngmL,37,6.281741664759289,O3,47
378,10.0,20140110,O3_10ngmL,35,6.035334477759975,O3,45
373,10.0,20140110,O3_10ngmL,11,1.8556406500343328,O3,13
318,10.0,20140110,O3_10ngmL,28,4.768402136263067,O3,35
334,10.0,20140110,O3_10ngmL,6,1.0090099946593425,O3,8
395,10.0,20140110,O3_10ngmL,22,3.822451035324635,O3,28
415,10.0,20140110,O3_10ngmL,33,5.571083952086671,O3,42
267,10.0,20140110,O3_10ngmL,11,1.9058015564202335,O3,15
352,10.0,20140110,O3_10ngmL,28,4.705153847562371,O3,35
281,10.0,20140110,O3_10ngmL,15,2.559272755016403,O3,19
380,10.0,20140110,O3_10ngmL,4,0.6767295338368811,O3,5
342,10.0,20140110,O3_10ngmL,8,1.4378310429541459,O3,11
337,10.0,20140110,O3_10ngmL,18,3.1440747692072946,O3,22
370,10.0,20140110,O3_10ngmL,18,3.148724455634394,O3,23
331,10.0,20140110,O3_10ngmL,18,3.1530928511482412,O3,24
363,10.0,20140110,O3_10ngmL,18,3.030932707713436,O3,22
424,10.0,20140110,O3_10ngmL,22,3.8160775921263452,O3,28
291,10.0,20140110,O3_10ngmL,4,0.6936670481422138,O3,5
357,10.0,20140110,O3_10ngmL,8,1.4138742076752877,O3,11
280,10.0,20140110,O3_10ngmL,13,2.2116533913176166,O3,16
353,10.0,20140110,O3_10ngmL,24,4.122651102464332,O3,31
309,10.0,20140110,O3_10ngmL,26,4.524882505531394,O3,33
340,10.0,20140110,O3_10ngmL,12,2.08381689173724,O3,15
382,10.0,20140110,O3_10ngmL,12,2.032855344472419,O3,15
418,10.0,20140110,O3_10ngmL,14,2.503760433356222,O3,18
310,10.0,20140110,O3_10ngmL,5,0.8434379339284349,O3,6
407,10.0,20140110,O3_10ngmL,9,1.6005600823987185,O3,12
313,10.0,20140110,O3_10ngmL,4,0.6831383230334934,O3,5
316,10.0,20140110,O3_10ngmL,7,1.1752642099641413,O3,9
311,10.0,20140110,O3_10ngmL,12,2.1721361104753183,O3,16
377,10.0,20140110,O3_10ngmL,21,3.5444328984512095,O3,26
321,10.0,20140110,O3_10ngmL,24,4.170042038605326,O3,31
357,10.0,20140110,O3_10ngmL,13,2.315242389562829,O3,18
260,10.0,20140110,O3_10ngmL,8,1.4567321278706031,O3,11
347,10.0,20140110,O3_10ngmL,8,1.358696498054475,O3,10
331,10.0,20140110,O3_10ngmL,19,3.28441935149157,O3,25
359,10.0,20140110,O3_10ngmL,6,1.0595433737697413,O3,9
366,10.0,20140110,O3_10ngmL,21,3.6683656031128393,O3,27
358,10.0,20140110,O3_10ngmL,25,4.209527885862515,O3,31
341,10.0,20140110,O3_10ngmL,30,5.163793011367972,O3,38
338,10.0,20140110,O3_10ngmL,9,1.5707823575188826,O3,11
329,10.0,20140110,O3_10ngmL,8,1.3542148470283053,O3,10
361,10.0,20140110,O3_10ngmL,32,5.49493640344854,O3,41
387,10.0,20140110,O3_10ngmL,3,0.5746466773479821,O3,4
332,10.0,20140110,O3_10ngmL,9,1.5095822079804682,O3,11
397,10.0,20140110,O3_10ngmL,23,3.8820845349813067,O3,29
367,10.0,20140110,O3_10ngmL,27,4.548625543602653,O3,34
348,10.0,20140110,O3_10ngmL,34,5.746027924010071,O3,42
349,10.0,20140110,O3_10ngmL,24,4.157901957732509,O3,30
388,10.0,20140110,O3_10ngmL,13,2.3291245136186776,O3,18
333,10.0,20140110,O3_10ngmL,26,4.510898069733731,O3,33
387,10.0,20140110,O3_10ngmL,9,1.5921676203555353,O3,12
264,10.0,20140110,O3_10ngmL,1,0.17688616769665064,O3,1
295,10.0,20140110,O3_10ngmL,6,1.0109972533760585,O3,8
331,10.0,20140110,O3_10ngmL,16,2.6892158846417944,O3,20
388,10.0,20140110,O3_10ngmL,13,2.202238574807355,O3,16
334,10.0,20140110,O3_10ngmL,17,2.887536507209888,O3,21
387,10.0,20140110,O3_10ngmL,27,4.642834744792856,O3,34
283,10.0,20140110,O3_10ngmL,33,5.692844489204241,O3,43
287,10.0,20140110,O3_10ngmL,9,1.5845686274509805,O3,12
356,10.0,20140110,O3_10ngmL,9,1.6400351720454722,O3,12
368,10.0,20140110,O3_10ngmL,10,1.757735179674983,O3,12
385,10.0,20140110,O3_10ngmL,25,4.329125227740901,O3,32
389,10.0,20140110,O3_10ngmL,17,2.92779339284352,O3,22
353,10.0,20140110,O3_10ngmL,23,3.934369301899747,O3,29
443,10.0,20140110,O3_10ngmL,22,3.7351572137026015,O3,28
416,10.0,20140110,O3_10ngmL,30,5.1901525139238585,O3,38
336,10.0,20140110,O3_10ngmL,4,0.7533486686503397,O3,5
398,10.0,20140110,O3_10ngmL,15,2.537991262684061,O3,19
382,10.0,20140110,O3_10ngmL,5,0.9810147035934998,O3,7
276,10.0,20140110,O3_10ngmL,34,5.775838309300372,O3,42
372,10.0,20140110,O3_10ngmL,10,1.7933649958037683,O3,13
310,10.0,20140110,O3_10ngmL,5,0.8660859082932784,O3,7
279,10.0,20140110,O3_10ngmL,13,2.23282124055848,O3,17
341,10.0,20140110,O3_10ngmL,14,2.4334468604562445,O3,18
405,10.0,20140110,O3_10ngmL,36,6.1054882887006965,O3,46
347,10.0,20140110,O3_10ngmL,17,2.8931589990081634,O3,22
322,10.0,20140110,O3_10ngmL,8,1.4934148165102614,O3,11
397,10.0,20140110,O3_10ngmL,8,1.3765118638895248,O3,11
275,10.0,20140110,O3_10ngmL,18,3.0850907484550234,O3,23
442,10.0,20140110,O3_10ngmL,39,6.582515831235218,O3,50
395,10.0,20140110,O3_10ngmL,20,3.4960429541466387,O3,27
370,10.0,20140110,O3_10ngmL,11,1.9406427466239409,O3,14
306,10.0,20140110,O3_10ngmL,20,3.375634012359808,O3,24
310,10.0,20140110,O3_10ngmL,21,3.5733686762798493,O3,27
368,10.0,20140110,O3_10ngmL,16,2.7077241931792173,O3,21
320,10.0,20140110,O3_10ngmL,9,1.638360265506981,O3,13
338,10.0,20140110,O3_10ngmL,12,2.0564798962386512,O3,16
331,10.0,20140110,O3_10ngmL,19,3.2575713740749217,O3,24
370,10.0,20140110,O3_10ngmL,18,3.0985723659113447,O3,23
311,10.0,20140110,O3_10ngmL,15,2.65139147020676,O3,19
309,10.0,20140110,O3_10ngmL,35,5.965563057907988,O3,45
287,10.0,20140110,O3_10ngmL,6,1.1320318150606543,O3,8
353,10.0,20140110,O3_10ngmL,18,3.0455050736247813,O3,22
411,10.0,20140110,O3_10ngmL,39,6.7072197299153125,O3,48
332,10.0,20140110,O3_10ngmL,4,0.6883569085221637,O3,5
317,10.0,20140110,O3_10ngmL,6,1.1340119020370796,O3,8
288,10.0,20140110,O3_10ngmL,9,1.5156436255436028,O3,10
354,10.0,20140110,O3_10ngmL,11,1.903414319066148,O3,15
438,10.0,20140110,O3_10ngmL,14,2.4821419851987487,O3,18
339,10.0,20140110,O3_10ngmL,3,0.5750128938735029,O3,4
362,10.0,20140110,O3_10ngmL,13,2.327205648889906,O3,18
357,10.0,20140110,O3_10ngmL,19,3.3013602655069816,O3,24
411,10.0,20140110,O3_10ngmL,24,4.087009613183795,O3,30
373,10.0,20140110,O3_10ngmL,17,2.9896606393530174,O3,22
351,10.0,20140110,O3_10ngmL,23,3.857521281757838,O3,29
282,10.0,20140110,O3_10ngmL,7,1.2716121889066907,O3,10
290,10.0,20140110,O3_10ngmL,2,0.4809679560540169,O3,4
314,10.0,20140110,O3_10ngmL,5,0.9337309529259172,O3,7
309,10.0,20140110,O3_10ngmL,11,1.9355189440756844,O3,14
398,10.0,20140110,O3_10ngmL,20,3.417096903944457,O3,25
378,10.0,20140110,O3_10ngmL,17,3.0088412298771643,O3,22
371,10.0,20140110,O3_10ngmL,31,5.284922713054092,O3,40
314,10.0,20140110,O3_10ngmL,14,2.365269550621805,O3,18
269,10.0,20140110,O3_10ngmL,17,2.920005719081406,O3,22
347,10.0,20140110,O3_10ngmL,25,4.275287098496984,O3,31
375,10.0,20140110,O3_10ngmL,26,4.374413290608072,O3,34
332,10.0,20140110,O3_10ngmL,15,2.520694361791409,O3,18
274,10.0,20140110,O3_10ngmL,34,5.71560969253071,O3,42
346,10.0,20140110,O3_10ngmL,22,3.822082475013352,O3,28
328,10.0,20140110,O3_10ngmL,24,4.080326161593041,O3,30
342,10.0,20140110,O3_10ngmL,16,2.7781257343404286,O3,21
356,10.0,20140110,O3_10ngmL,16,2.8118864057373925,O3,21
333,10.0,20140110,O3_10ngmL,13,2.2042716105897613,O3,16
296,10.0,20140110,O3_10ngmL,14,2.3806587319752803,O3,18
399,10.0,20140110,O3_10ngmL,9,1.624866446936751,O3,12
341,10.0,20140110,O3_10ngmL,10,1.695415005722133,O3,13
405,10.0,20140110,O3_10ngmL,16,2.7500265018692294,O3,21
290,10.0,20140110,O3_10ngmL,7,1.2387839322499428,O3,9
332,10.0,20140110,O3_10ngmL,17,2.9708660257877466,O3,22
336,10.0,20140110,O3_10ngmL,14,2.397233786526284,O3,18
292,10.0,20140110,O3_10ngmL,5,0.981806744487678,O3,7
257,10.0,20140110,O3_10ngmL,14,2.355133974212254,O3,17
291,10.0,20140110,O3_10ngmL,4,0.8241316853589684,O3,6
405,10.0,20140110,O3_10ngmL,14,2.4577087052719917,O3,19
293,10.0,20140110,O3_10ngmL,6,1.118683756771191,O3,8
299,10.0,20140110,O3_10ngmL,13,2.295651792172121,O3,17
325,10.0,20140110,O3_10ngmL,13,2.2064841687647823,O3,17
368,10.0,20140110,O3_10ngmL,19,3.3386779186694135,O3,25
380,10.0,20140110,O3_10ngmL,15,2.5239314168001816,O3,19
351,10.0,20140110,O3_10ngmL,10,1.8273737697413603,O3,13
373,10.0,20140110,O3_10ngmL,20,3.3810743114366373,O3,26
307,10.0,20140110,O3_10ngmL,11,1.9921607904173344,O3,15
346,10.0,20140110,O3_10ngmL,10,1.6984709391927972,O3,13
321,10.0,20140110,O3_10ngmL,9,1.5747701777676049,O3,12
353,10.0,20140110,O3_10ngmL,20,3.4453470969710835,O3,26
301,10.0,20140110,O3_10ngmL,21,3.5591623559929806,O3,26
380,10.0,20140110,O3_10ngmL,13,2.220353719386587,O3,16
306,10.0,20140110,O3_10ngmL,12,2.0507317463950554,O3,15
326,10.0,20140110,O3_10ngmL,13,2.190687495231556,O3,16
358,10.0,20140110,O3_10ngmL,12,2.143141640344853,O3,16
336,10.0,20140110,O3_10ngmL,13,2.251736684214541,O3,17
307,10.0,20140110,O3_10ngmL,9,1.5817762264438846,O3,11
354,10.0,20140110,O3_10ngmL,15,2.5776365300984203,O3,19
356,10.0,20140110,O3_10ngmL,35,6.03596476997024,O3,45
322,10.0,20140110,O3_10ngmL,11,1.8678065918974591,O3,14
386,10.0,20140110,O3_10ngmL,38,6.408562981612878,O3,48
371,10.0,20140110,O3_10ngmL,31,5.283332188906691,O3,40
318,10.0,20140110,O3_10ngmL,42,7.192114842450597,O3,53
324,10.0,20140110,O3_10ngmL,13,2.2106498817425804,O3,16
350,10.0,20140110,O3_10ngmL,7,1.1770647745479517,O3,9
266,10.0,20140110,O3_10ngmL,5,0.9494540321965359,O3,7
364,10.0,20140110,O3_10ngmL,27,4.642560082398719,O3,34
333,10.0,20140110,O3_10ngmL,17,3.0162346837567715,O3,21
401,10.0,20140110,O3_10ngmL,14,2.3513463218127715,O3,17
379,10.0,20140110,O3_10ngmL,20,3.3842918074311434,O3,25
311,10.0,20140110,O3_10ngmL,11,1.849755168993667,O3,13
355,10.0,20140110,O3_10ngmL,17,2.888284199282825,O3,21
333,10.0,20140110,O3_10ngmL,7,1.3026088349736784,O3,9
375,10.0,20140110,O3_10ngmL,3,0.6288808270389865,O3,4
337,10.0,20140110,O3_10ngmL,4,0.7589146257724879,O3,5
300,10.0,20140110,O3_10ngmL,5,0.9738226901655604,O3,7
364,10.0,20140110,O3_10ngmL,6,1.13477843900206,O3,8
386,10.0,20140110,O3_10ngmL,45,7.558553594262607,O3,55
353,10.0,20140110,O3_10ngmL,36,6.143429388876172,O3,46
397,10.0,20140110,O3_10ngmL,18,3.1147553582055374,O3,23
373,10.0,20140110,O3_10ngmL,25,4.327991760128176,O3,32
359,10.0,20140110,O3_10ngmL,7,1.2853697261005568,O3,9
385,10.0,20140110,O3_10ngmL,30,5.1325308613717855,O3,39
344,10.0,20140110,O3_10ngmL,10,1.685315861753261,O3,12
411,10.0,20140110,O3_10ngmL,14,2.498881489280537,O3,19
324,10.0,20140110,O3_10ngmL,8,1.4089855771725022,O3,10
365,10.0,20140110,O3_10ngmL,11,1.9111635736629284,O3,14
360,10.0,20140110,O3_10ngmL,3,0.6688632364385443,O3,5
294,10.0,20140110,O3_10ngmL,11,1.93486999313344,O3,14
337,10.0,20140110,O3_10ngmL,22,3.74441046768902,O3,27
322,10.0,20140110,O3_10ngmL,21,3.5393714045929654,O3,26
307,10.0,20140110,O3_10ngmL,12,2.1270457007705805,O3,16
416,10.0,20140110,O3_10ngmL,3,0.6584339665827421,O3,5
320,10.0,20140110,O3_10ngmL,36,6.0999797817959855,O3,45
339,10.0,20140110,O3_10ngmL,6,1.025249179827573,O3,7
313,10.0,20140110,O3_10ngmL,12,2.1554238956282905,O3,15
428,10.0,20140110,O3_10ngmL,14,2.3697368581673914,O3,18
357,10.0,20140110,O3_10ngmL,40,6.717825665674829,O3,50
339,10.0,20140110,O3_10ngmL,18,3.160637265583276,O3,23
291,10.0,20140110,O3_10ngmL,3,0.5492556649118792,O3,4
304,10.0,20140110,O3_10ngmL,28,4.833346691081101,O3,36
421,10.0,20140110,O3_10ngmL,10,1.7472768352788584,O3,13
425,10.0,20140110,O3_10ngmL,28,4.749751125352866,O3,36
302,10.0,20140110,O3_10ngmL,2,0.4302092622262912,O3,3
271,10.0,20140110,O3_10ngmL,6,1.1446321812771798,O3,8
302,10.0,20140110,O3_10ngmL,8,1.350056305790799,O3,9
306,10.0,20140110,O3_10ngmL,27,4.6830893018997495,O3,34
284,10.0,20140110,O3_10ngmL,7,1.3331187914854659,O3,10
319,10.0,20140110,O3_10ngmL,6,1.1018153658350498,O3,8
397,10.0,20140110,O3_10ngmL,17,2.9591289662012668,O3,22
307,10.0,20140110,O3_10ngmL,12,2.094852750438697,O3,16
362,10.0,20140110,O3_10ngmL,11,1.9048402380407412,O3,14
326,10.0,20140110,O3_10ngmL,39,6.572881815823601,O3,50
286,10.0,20140110,O3_10ngmL,12,2.093319676508736,O3,15
305,10.0,20140110,O3_10ngmL,40,6.7397250476844475,O3,50
341,10.0,20140110,O3_10ngmL,16,2.778739681086442,O3,20
280,10.0,20140110,O3_10ngmL,4,0.8253676661326008,O3,6
417,10.0,20140110,O3_10ngmL,26,4.472022195773249,O3,32
313,10.0,20140110,O3_10ngmL,25,4.208593499656672,O3,31
335,10.0,20140110,O3_10ngmL,6,1.0530785778591578,O3,7
304,10.0,20140110,O3_10ngmL,9,1.6027116044861522,O3,11
331,10.0,20140110,O3_10ngmL,23,3.920435129320209,O3,30
323,10.0,20140110,O3_10ngmL,13,2.2938447547112237,O3,18
383,10.0,20140110,O3_10ngmL,15,2.6665754543373765,O3,19
336,10.0,20140110,O3_10ngmL,25,4.2341182574196985,O3,32
309,10.0,20140110,O3_10ngmL,4,0.7210605783169297,O3,5
278,10.0,20140110,O3_10ngmL,12,2.11660852979324,O3,16
319,10.0,20140110,O3_10ngmL,14,2.4384940108339057,O3,18
358,10.0,20140110,O3_10ngmL,15,2.5310211337453272,O3,18
325,10.0,20140110,O3_10ngmL,15,2.667703364614328,O3,19
394,10.0,20140110,O3_10ngmL,3,0.5542911421377889,O3,4
328,10.0,20140110,O3_10ngmL,7,1.3307159533073931,O3,10
309,10.0,20140110,O3_10ngmL,22,3.746057370870528,O3,28
405,10.0,20140110,O3_10ngmL,32,5.4855425894560135,O3,40
419,10.0,20140110,O3_10ngmL,14,2.4180032867933168,O3,18
360,10.0,20140110,O3_10ngmL,27,4.635388342107271,O3,35
421,10.0,20140110,O3_10ngmL,7,1.3292887769893948,O3,10
394,10.0,20140110,O3_10ngmL,38,6.531971120775159,O3,48
407,10.0,20140110,O3_10ngmL,14,2.4364223697261003,O3,19
263,10.0,20140110,O3_10ngmL,4,0.7831459525444417,O3,5
396,10.0,20140110,O3_10ngmL,9,1.5578267338063627,O3,12
421,10.0,20140110,O3_10ngmL,20,3.37291432059205,O3,25
333,10.0,20140110,O3_10ngmL,43,7.2437808041504494,O3,54
268,10.0,20140110,O3_10ngmL,19,3.347870679789425,O3,25
339,10.0,20140110,O3_10ngmL,15,2.5742043366140237,O3,19
370,10.0,20140110,O3_10ngmL,13,2.2907604608224608,O3,18
439,10.0,20140110,O3_10ngmL,12,2.047042648966201,O3,16
324,10.0,20140110,O3_10ngmL,13,2.327733614099335,O3,18
442,10.0,20140110,O3_10ngmL,7,1.1873610284580756,O3,8
290,10.0,20140110,O3_10ngmL,29,4.931085755703059,O3,37
374,10.0,20140110,O3_10ngmL,23,3.9723228046082246,O3,29
430,10.0,20140110,O3_10ngmL,23,3.9850793469138632,O3,29
360,10.0,20140110,O3_10ngmL,8,1.377263141832609,O3,9
302,10.0,20140110,O3_10ngmL,11,1.901483253223469,O3,14
343,10.0,20140110,O3_10ngmL,19,3.3405957122148475,O3,25
354,10.0,20140110,O3_10ngmL,17,2.8746352605477985,O3,22
398,10.0,20140110,O3_10ngmL,14,2.505118486305028,O3,20
389,10.0,20140110,O3_10ngmL,21,3.686861695277332,O3,27
355,10.0,20140110,O3_10ngmL,25,4.319355867856871,O3,32
333,10.0,20140110,O3_10ngmL,37,6.296624054322118,O3,46
304,10.0,20140110,O3_10ngmL,4,0.7830579842832075,O3,5
368,10.0,20140110,O3_10ngmL,35,5.906510643167773,O3,44
355,10.0,20140110,O3_10ngmL,10,1.8254177431906609,O3,14
326,10.0,20140110,O3_10ngmL,14,2.3567819485770967,O3,18
347,10.0,20140110,O3_10ngmL,12,2.0732998397802698,O3,15
295,10.0,20140110,O3_10ngmL,9,1.5946817730983442,O3,12
314,10.0,20140110,O3_10ngmL,26,4.431753109025712,O3,33
402,10.0,20140110,O3_10ngmL,22,3.749105745021744,O3,26
258,10.0,20140110,O3_10ngmL,5,1.001731441214618,O3,7
336,10.0,20140110,O3_10ngmL,5,0.8846337071793695,O3,6
332,10.0,20140110,O3_10ngmL,14,2.452349202716106,O3,19
368,10.0,20140110,O3_10ngmL,24,4.048413803311208,O3,30
411,10.0,20140110,O3_10ngmL,28,4.72618760967422,O3,34
315,10.0,20140110,O3_10ngmL,5,0.8600691966124971,O3,6
394,10.0,20140110,O3_10ngmL,18,3.1313945220111394,O3,24
368,10.0,20140110,O3_10ngmL,38,6.468420538643472,O3,47
391,10.0,20140110,O3_10ngmL,49,8.306514229037921,O3,61
301,10.0,20140110,O3_10ngmL,9,1.5732581063553823,O3,11
359,10.0,20140110,O3_10ngmL,28,4.758606201266498,O3,36
458,10.0,20140110,O3_10ngmL,7,1.314942610818647,O3,9
465,10.0,20140110,O3_10ngmL,26,4.3693203631647215,O3,32
397,10.0,20140110,O3_10ngmL,3,0.5594827954528112,O3,3
291,10.0,20140110,O3_10ngmL,0,0.0,O3,0
418,10.0,20140110,O3_10ngmL,27,4.592541008621347,O3,34
311,10.0,20140110,O3_10ngmL,9,1.5205606164644845,O3,11
363,10.0,20140110,O3_10ngmL,22,3.7418927290760666,O3,28
351,10.0,20140110,O3_10ngmL,39,6.701921263447013,O3,49
368,10.0,20140110,O3_10ngmL,21,3.5671230640115965,O3,26
298,10.0,20140110,O3_10ngmL,23,3.9106031189440733,O3,29
253,10.0,20140110,O3_10ngmL,7,1.3170896467536433,O3,10
361,10.0,20140110,O3_10ngmL,32,5.495055790035858,O3,41
